Suburb,Crashes Since 2020,Population (2021 Census),Mobile,DDS,Fixed,Total,Median_Personal_Inc_Weekly,Gender_Ratio_M_F,Vehicles_0,Vehicles_1,Vehicles_2,Vehicles_3,Vehicles_4plus,Total_Vehicles,Percentage no vehicle,Lab_Force_Participation_Pct,Top_Non_AU_Ancestry_Pct,Tram Stops,V-Line Train,Bus Routes,Bus Stops.1,Metro Train,Train Lines,lgaregion,Cameras_Per_1000,Schools_Total,Schools_Govt,Schools_Primary,Schools_Secondary
BUNBARTHA,11.0,313.0,1.0,1.0,0.0,2.0,1004.0,1.0592,0.0,8.0,31.0,33.0,21.0,99.0,0.0,69.1999969482422,38.7,0.0,0.0,1.0,3.0,,,Moira,6.39,0,0,0,0
BUNDALONG,5.0,512.0,1.0,2.0,0.0,3.0,733.0,1.0472,0.0,51.0,73.0,37.0,27.0,190.0,0.0,59.2000007629395,44.9,0.0,0.0,0.0,0.0,,,Moira,5.86,0,0,0,0
BUNDING,0.0,61.0,1.0,0.0,0.0,1.0,668.0,1.1,0.0,4.0,10.0,8.0,6.0,25.0,0.0,63.0,47.5,0.0,0.0,0.0,0.0,,,Golden Plains,16.39,0,0,0,0
BUNGALALLY,6.0,93.0,1.0,0.0,0.0,1.0,810.0,0.9375,0.0,0.0,15.0,8.0,12.0,36.0,0.0,74.4000015258789,43.0,0.0,0.0,0.0,0.0,,,Northern Grampians,10.75,0,0,0,0
BUNKERS HILL,20.0,270.0,1.0,0.0,0.0,1.0,655.0,0.9556,0.0,14.0,34.0,19.0,29.0,92.0,0.0,65.1999969482422,39.3,0.0,0.0,0.0,0.0,,,Corangamite,3.7,0,0,0,0
BUNYIP,2.0,3131.0,1.0,0.0,0.0,1.0,779.0,0.9748,28.0,226.0,399.0,184.0,158.0,1000.0,2.8,63.0,42.4,0.0,1.0,0.0,0.0,,,Cardinia,0.32,2,1,2,0
BUNYIP NORTH,0.0,95.0,1.0,1.0,0.0,2.0,725.0,1.0455,0.0,5.0,11.0,6.0,8.0,28.0,0.0,59.2999992370606,35.8,0.0,0.0,0.0,0.0,,,Cardinia,21.05,0,0,0,0
BURNLEY,0.0,794.0,1.0,0.0,0.0,1.0,1418.0,0.9345,44.0,170.0,92.0,20.0,7.0,337.0,13.1,75.0999984741211,38.3,0.0,0.0,1.0,1.0,1.0,1.0,Yarra,1.26,0,0,0,0
BURNSIDE,28.0,5800.0,1.0,1.0,0.0,2.0,676.0,0.9558,93.0,493.0,685.0,289.0,156.0,1715.0,5.4,59.5999984741211,11.8,0.0,0.0,3.0,19.0,,,Brimbank,0.34,1,1,1,0
BURRAMINE,11.0,241.0,1.0,0.0,0.0,1.0,847.0,1.2037,0.0,5.0,32.0,16.0,17.0,69.0,0.0,70.3000030517578,29.9,0.0,0.0,1.0,1.0,,,Moira,4.15,0,0,0,0
BURRUMBEET,6.0,249.0,1.0,0.0,0.0,1.0,610.0,1.1638,4.0,45.0,40.0,15.0,9.0,108.0,3.7,49.0999984741211,37.3,0.0,0.0,1.0,2.0,,,Corangamite,4.02,0,0,0,0
BUXTON,1.0,591.0,1.0,0.0,0.0,1.0,698.0,1.0381,3.0,46.0,101.0,47.0,34.0,225.0,1.3,53.7000007629395,44.2,0.0,0.0,1.0,3.0,,,Murrindindi,1.69,1,1,1,0
BYADUK,3.0,129.0,1.0,0.0,0.0,1.0,956.0,1.0,3.0,11.0,18.0,13.0,14.0,57.0,5.3,74.8000030517578,36.4,0.0,0.0,1.0,1.0,,,Glenelg,7.75,0,0,0,0
BYLANDS,9.0,117.0,1.0,0.0,0.0,1.0,949.0,0.9672,0.0,11.0,10.0,12.0,13.0,41.0,0.0,71.4000015258789,33.3,0.0,0.0,0.0,0.0,,,Macedon Ranges,8.55,0,0,0,0
BYRNESIDE,12.0,161.0,1.0,0.0,0.0,1.0,543.0,1.0127,0.0,10.0,20.0,18.0,8.0,58.0,0.0,59.2999992370606,49.1,0.0,0.0,0.0,0.0,,,Greater Shepparton,6.21,0,0,0,0
BYRNEVILLE,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
CABARITA,14.0,482.0,1.0,0.0,0.0,1.0,903.0,1.0168,3.0,22.0,64.0,34.0,28.0,152.0,2.0,63.9000015258789,28.8,0.0,0.0,1.0,6.0,,,Mildura,2.07,1,1,1,0
CAMBRIAN HILL,14.0,292.0,1.0,0.0,0.0,1.0,866.0,1.0284,0.0,9.0,31.0,33.0,15.0,89.0,0.0,70.1999969482422,42.1,0.0,0.0,0.0,0.0,,,Corangamite,3.42,0,0,0,0
CAMPBELLS FOREST,8.0,50.0,1.0,0.0,0.0,1.0,942.0,1.0,0.0,8.0,8.0,0.0,7.0,19.0,0.0,71.0999984741211,36.0,0.0,0.0,0.0,0.0,,,Loddon,20.0,0,0,0,0
CAMPBELLTOWN,5.0,51.0,1.0,0.0,0.0,1.0,474.0,1.25,0.0,4.0,12.0,0.0,0.0,19.0,0.0,48.7000007629395,41.2,0.0,0.0,1.0,1.0,,,Central Goldfields,19.61,0,0,0,0
CANARY ISLAND SOUTH,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
CANTERBURY,45.0,7800.0,1.0,0.0,0.0,1.0,1102.0,0.8982,144.0,979.0,1126.0,346.0,169.0,2765.0,5.2,58.7999992370606,30.1,0.0,0.0,2.0,22.0,1.0,1.0,Boroondara,0.13,6,3,1,2
CAPE CLEAR,13.0,148.0,1.0,0.0,0.0,1.0,585.0,0.9861,0.0,15.0,27.0,10.0,11.0,63.0,0.0,56.2999992370606,50.0,0.0,0.0,0.0,0.0,,,Moyne,6.76,1,1,1,0
CARAPOOEE,0.0,60.0,1.0,0.0,0.0,1.0,585.0,1.0,0.0,5.0,3.0,11.0,4.0,27.0,0.0,47.9000015258789,36.7,0.0,0.0,0.0,0.0,,,Loddon,16.67,0,0,0,0
CARDIGAN,103.0,1064.0,1.0,0.0,0.0,1.0,883.0,1.0845,4.0,27.0,111.0,90.0,79.0,303.0,1.3,75.4000015258789,38.2,0.0,0.0,0.0,0.0,,,Corangamite,0.94,0,0,0,0
CARDROSS,4.0,847.0,1.0,0.0,0.0,1.0,733.0,1.105,8.0,44.0,117.0,59.0,57.0,275.0,2.9,64.6999969482422,34.6,0.0,0.0,0.0,0.0,,,Mildura,1.18,1,1,1,0
CARINA,0.0,26.0,1.0,0.0,0.0,1.0,849.0,1.8889,0.0,3.0,0.0,7.0,3.0,9.0,0.0,81.8000030517578,53.8,0.0,0.0,0.0,0.0,,,Mildura,38.46,0,0,0,0
CARISBROOK,8.0,1192.0,1.0,1.0,0.0,2.0,603.0,1.0393,14.0,118.0,169.0,76.0,64.0,440.0,3.2,55.2999992370606,48.5,0.0,0.0,1.0,2.0,,,Mount Alexander,1.68,1,1,1,0
CARLTON,0.0,16055.0,0.0,0.0,3.0,3.0,659.0,0.959,3294.0,2714.0,620.0,103.0,46.0,6778.0,48.6,63.2000007629395,24.7,0.0,0.0,8.0,37.0,,,Melbourne,0.19,2,2,2,0
CARLTON NORTH,434.0,6177.0,1.0,0.0,0.0,1.0,1208.0,0.901,416.0,1347.0,639.0,137.0,46.0,2583.0,16.1,75.6999969482422,37.0,0.0,0.0,5.0,20.0,,,Moreland,0.16,2,2,2,0
CARRANBALLAC,3.0,43.0,1.0,0.0,0.0,1.0,762.0,1.0526,0.0,0.0,0.0,3.0,6.0,14.0,0.0,69.4000015258789,44.2,0.0,0.0,0.0,0.0,,,Ararat,23.26,0,0,0,0
CATHKIN,0.0,27.0,1.0,0.0,0.0,1.0,900.0,0.8235,0.0,0.0,7.0,0.0,3.0,16.0,0.0,51.9000015258789,51.9,0.0,0.0,0.0,0.0,,,Murrindindi,37.04,0,0,0,0
CAULFIELD EAST,254.0,1293.0,1.0,0.0,0.0,1.0,868.0,0.9577,115.0,236.0,149.0,41.0,15.0,556.0,20.7,68.9000015258789,26.0,15.0,1.0,3.0,10.0,1.0,1.0,Glen Eira,0.77,1,1,0,1
CAVENDISH,6.0,366.0,1.0,0.0,0.0,1.0,732.0,1.0674,0.0,34.0,55.0,31.0,17.0,141.0,0.0,59.5999984741211,44.0,0.0,0.0,0.0,0.0,,,Northern Grampians,2.73,1,1,1,0
CERES,0.0,266.0,1.0,0.0,0.0,1.0,1116.0,0.9137,4.0,13.0,43.0,16.0,16.0,87.0,4.6,76.9000015258789,49.2,0.0,0.0,0.0,0.0,,,Greater Geelong,3.76,2,1,2,0
CHARLEROI,0.0,82.0,1.0,0.0,0.0,1.0,814.0,0.9048,0.0,4.0,11.0,3.0,9.0,26.0,0.0,75.8000030517578,32.9,0.0,0.0,0.0,0.0,,,Towong,12.2,0,0,0,0
CHARLTON,8.0,1095.0,1.0,2.0,0.0,3.0,545.0,1.0018,29.0,162.0,158.0,75.0,31.0,456.0,6.4,46.7000007629395,34.7,0.0,0.0,1.0,1.0,,,Loddon,2.74,2,1,1,0
CHELSEA,0.0,8347.0,1.0,1.0,0.0,2.0,951.0,0.8751,303.0,1612.0,1317.0,230.0,91.0,3555.0,8.5,63.5,38.1,0.0,0.0,4.0,31.0,1.0,1.0,Kingston (Vic.),0.24,2,1,2,0
CHELTENHAM NORTH,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,Bayside (Vic.),,0,0,0,0
CHILTERN,46.0,1580.0,1.0,0.0,0.0,1.0,682.0,0.921,13.0,201.0,245.0,95.0,89.0,643.0,2.0,56.0999984741211,44.0,0.0,1.0,0.0,0.0,,,Indigo,0.63,2,1,2,0
CHIRNSIDE PARK,6.0,11779.0,1.0,0.0,0.0,1.0,852.0,0.9641,92.0,1051.0,1863.0,630.0,406.0,4042.0,2.3,66.8000030517578,39.4,0.0,0.0,9.0,39.0,,,Yarra Ranges,0.08,2,1,1,0
CHRISTMAS HILLS,13.0,365.0,1.0,0.0,0.0,1.0,812.0,1.0506,0.0,14.0,46.0,38.0,32.0,123.0,0.0,68.6999969482422,46.0,0.0,0.0,0.0,0.0,,,Nillumbik,2.74,1,1,1,0
CHURCHILL,0.0,4924.0,1.0,0.0,0.0,1.0,577.0,0.9637,98.0,728.0,722.0,228.0,112.0,1889.0,5.2,49.7000007629395,38.7,0.0,0.0,6.0,29.0,,,Latrobe (Vic.),0.2,3,2,3,0
CLARENDON,7.0,163.0,1.0,0.0,0.0,1.0,827.0,0.9759,0.0,3.0,26.0,12.0,12.0,55.0,0.0,63.0,44.2,0.0,0.0,1.0,2.0,,,Corangamite,6.13,0,0,0,0
CLARKEFIELD,28.0,303.0,1.0,0.0,0.0,1.0,852.0,1.1469,0.0,24.0,20.0,21.0,32.0,97.0,0.0,62.7000007629395,32.7,0.0,1.0,0.0,0.0,,,Hume,3.3,0,0,0,0
CLIFTON HILL,0.0,6606.0,1.0,0.0,0.0,1.0,1388.0,0.9401,289.0,1392.0,757.0,155.0,48.0,2640.0,10.9,73.6999969482422,39.9,0.0,0.0,3.0,16.0,1.0,1.0,Moreland,0.15,2,2,2,0
CLUB TERRACE,17.0,25.0,1.0,0.0,0.0,1.0,466.0,0.9091,0.0,3.0,3.0,4.0,0.0,6.0,0.0,33.2999992370606,36.0,0.0,0.0,0.0,0.0,,,East Gippsland,40.0,0,0,0,0
CLUNES,25.0,1844.0,1.0,0.0,0.0,1.0,503.0,1.0087,26.0,273.0,286.0,135.0,68.0,788.0,3.3,47.0999984741211,42.8,0.0,1.0,1.0,3.0,,,Central Goldfields,0.54,1,1,1,0
CLYDEBANK,0.0,133.0,1.0,0.0,0.0,1.0,840.0,1.2414,0.0,4.0,15.0,10.0,5.0,35.0,0.0,74.5,45.1,0.0,0.0,0.0,0.0,,,Wellington,7.52,0,0,0,0
COBAINS,50.0,245.0,1.0,0.0,0.0,1.0,818.0,1.0407,0.0,12.0,34.0,25.0,13.0,83.0,0.0,70.9000015258789,53.1,0.0,0.0,0.0,0.0,,,Wellington,4.08,1,1,1,0
COBBLEBANK,159.0,3601.0,1.0,0.0,0.0,1.0,874.0,0.9945,19.0,292.0,508.0,132.0,45.0,999.0,1.9,69.5999984741211,17.9,0.0,1.0,1.0,7.0,,,Wyndham,0.28,0,0,0,0
COBDEN,12.0,1804.0,1.0,0.0,0.0,1.0,631.0,0.9535,33.0,235.0,261.0,119.0,77.0,724.0,4.6,53.0,42.5,0.0,0.0,0.0,0.0,,,Colac Otway,0.55,3,3,1,1
COBRAM EAST,10.0,232.0,1.0,0.0,0.0,1.0,859.0,1.0893,0.0,10.0,31.0,16.0,17.0,75.0,0.0,68.5,40.5,0.0,0.0,0.0,0.0,,,Berrigan,4.31,0,0,0,0
COCKATOO,20.0,4408.0,1.0,0.0,0.0,1.0,853.0,1.0267,17.0,298.0,616.0,269.0,209.0,1409.0,1.2,67.1999969482422,40.2,0.0,0.0,2.0,18.0,,,Cardinia,0.23,1,1,1,0
COLBINABBIN,3.0,285.0,1.0,0.0,0.0,1.0,731.0,1.1832,0.0,21.0,37.0,23.0,19.0,106.0,0.0,59.5999984741211,29.8,0.0,0.0,1.0,2.0,,,Greater Bendigo,3.51,1,1,1,0
COLDSTREAM,21.0,2199.0,1.0,3.0,0.0,4.0,827.0,1.0521,14.0,169.0,287.0,163.0,124.0,748.0,1.9,66.9000015258789,45.3,0.0,0.0,3.0,15.0,,,Yarra Ranges,1.82,2,1,1,0
COLERAINE,15.0,1062.0,1.0,0.0,0.0,1.0,502.0,0.952,28.0,188.0,155.0,72.0,45.0,484.0,5.8,45.0,44.2,0.0,0.0,1.0,1.0,,,West Wimmera,0.94,2,1,2,0
COLLINGWOOD,0.0,9179.0,0.0,0.0,3.0,3.0,1338.0,1.0503,1274.0,2389.0,630.0,90.0,34.0,4418.0,28.8,74.8000030517578,29.9,0.0,0.0,15.0,12.0,,,Yarra,0.33,3,2,1,0
CONGUPNA,8.0,620.0,1.0,0.0,0.0,1.0,754.0,1.1725,0.0,19.0,73.0,44.0,47.0,194.0,0.0,68.4000015258789,38.4,0.0,0.0,1.0,1.0,,,Greater Shepparton,1.61,1,1,1,0
CORINDHAP,3.0,131.0,1.0,0.0,0.0,1.0,554.0,1.1897,0.0,9.0,26.0,13.0,5.0,60.0,0.0,51.2999992370606,58.0,0.0,0.0,0.0,0.0,,,Corangamite,7.63,0,0,0,0
COROP,10.0,161.0,1.0,0.0,0.0,1.0,480.0,1.3,0.0,19.0,24.0,14.0,8.0,60.0,0.0,47.0999984741211,34.8,0.0,0.0,1.0,1.0,,,Greater Bendigo,6.21,0,0,0,0
CORRYONG,2.0,1352.0,1.0,0.0,0.0,1.0,589.0,0.9941,28.0,217.0,210.0,56.0,32.0,546.0,5.1,51.0,41.4,0.0,0.0,0.0,0.0,,,East Gippsland,0.74,2,1,1,0
COTTLES BRIDGE,9.0,609.0,1.0,0.0,0.0,1.0,835.0,0.9967,4.0,30.0,77.0,51.0,51.0,213.0,1.9,64.5999984741211,46.0,0.0,0.0,0.0,0.0,,,Nillumbik,1.64,1,0,1,0
COWANGIE,1.0,33.0,1.0,0.0,0.0,1.0,562.0,0.8095,0.0,3.0,5.0,0.0,0.0,10.0,0.0,60.0,72.7,0.0,0.0,0.0,0.0,,,Mildura,30.3,0,0,0,0
COWES,83.0,6593.0,1.0,1.0,0.0,2.0,586.0,0.887,155.0,1207.0,981.0,242.0,103.0,2686.0,5.8,43.7999992370606,43.5,0.0,0.0,1.0,6.0,,,Bass Coast,0.3,2,1,2,0
COWWARR,1.0,389.0,1.0,0.0,0.0,1.0,684.0,0.9495,9.0,21.0,38.0,40.0,30.0,127.0,7.1,57.5,42.7,0.0,0.0,0.0,0.0,,,Latrobe (Vic.),2.57,1,1,1,0
CRANBOURNE WEST,0.0,19969.0,1.0,0.0,0.0,1.0,822.0,0.9822,110.0,1738.0,2882.0,921.0,376.0,6028.0,1.8,68.6999969482422,22.2,0.0,0.0,6.0,46.0,,,Frankston,0.05,3,3,2,1
CRESSY,14.0,176.0,1.0,0.0,0.0,1.0,532.0,1.0824,4.0,28.0,25.0,13.0,6.0,87.0,4.6,48.0,47.7,0.0,0.0,0.0,0.0,,,Corangamite,5.68,0,0,0,0
CRIB POINT,11.0,3343.0,1.0,0.0,0.0,1.0,730.0,0.9699,32.0,412.0,513.0,194.0,116.0,1261.0,2.5,63.0,46.1,0.0,0.0,1.0,11.0,3.0,1.0,Mornington Peninsula,0.3,2,1,2,0
CUDGEWA,6.0,254.0,1.0,0.0,0.0,1.0,654.0,0.9478,0.0,16.0,30.0,18.0,22.0,87.0,0.0,56.7000007629395,37.8,0.0,0.0,0.0,0.0,,,Towong,3.94,0,0,0,0
CULGOA,3.0,86.0,1.0,0.0,0.0,1.0,553.0,1.6667,0.0,14.0,17.0,7.0,3.0,49.0,0.0,54.0,51.2,0.0,0.0,1.0,1.0,,,Buloke,11.63,0,0,0,0
CURLEWIS,16.0,4175.0,1.0,0.0,0.0,1.0,848.0,0.9293,18.0,460.0,699.0,203.0,87.0,1470.0,1.2,66.9000015258789,42.1,0.0,0.0,2.0,13.0,,,Greater Geelong,0.24,0,0,0,0
DADSWELLS BRIDGE,17.0,69.0,1.0,0.0,0.0,1.0,664.0,1.2,0.0,6.0,10.0,9.0,7.0,29.0,0.0,62.2999992370606,30.4,0.0,0.0,1.0,2.0,,,Yarriambiack,14.49,0,0,0,0
DAHLEN,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,Northern Grampians,,0,0,0,0
DAISY HILL,2.0,398.0,1.0,0.0,0.0,1.0,545.0,1.0308,0.0,34.0,67.0,26.0,22.0,149.0,0.0,49.0999984741211,42.2,0.0,0.0,0.0,0.0,,,Mount Alexander,2.51,0,0,0,0
DALLAS,201.0,6762.0,1.0,0.0,1.0,2.0,427.0,1.0291,196.0,723.0,638.0,249.0,129.0,1933.0,10.1,40.4000015258789,10.2,0.0,0.0,2.0,20.0,,,Hume,0.3,3,1,3,0
DALYSTON,28.0,843.0,1.0,1.0,0.0,2.0,695.0,0.9697,5.0,108.0,133.0,56.0,26.0,333.0,1.5,64.0999984741211,44.4,0.0,0.0,1.0,2.0,,,Bass Coast,2.37,1,1,1,0
DARNUM,45.0,759.0,1.0,0.0,0.0,1.0,748.0,1.0679,0.0,33.0,93.0,58.0,61.0,240.0,0.0,63.5999984741211,45.1,0.0,0.0,0.0,0.0,,,Baw Baw,1.32,1,1,1,0
DEANSIDE,13.0,654.0,1.0,0.0,0.0,1.0,982.0,0.9184,7.0,46.0,109.0,39.0,7.0,202.0,3.5,73.6999969482422,14.4,0.0,0.0,2.0,3.0,,,Melton,1.53,1,1,1,0
DEEP LEAD,21.0,210.0,1.0,0.0,0.0,1.0,612.0,1.0303,0.0,17.0,39.0,18.0,12.0,84.0,0.0,52.9000015258789,43.8,0.0,0.0,0.0,0.0,,,Ararat,4.76,0,0,0,0
DENICULL CREEK,2.0,19.0,1.0,0.0,0.0,1.0,866.0,0.9091,0.0,0.0,3.0,4.0,0.0,10.0,0.0,70.0,42.1,0.0,0.0,0.0,0.0,,,Northern Grampians,52.63,0,0,0,0
DENVER,0.0,148.0,1.0,0.0,0.0,1.0,700.0,1.0132,0.0,9.0,23.0,15.0,5.0,59.0,0.0,49.5999984741211,42.6,0.0,0.0,0.0,0.0,,,Macedon Ranges,6.76,0,0,0,0
DEVENISH,6.0,208.0,1.0,0.0,0.0,1.0,487.0,1.0594,0.0,19.0,28.0,19.0,10.0,79.0,0.0,49.7000007629395,51.4,0.0,0.0,1.0,2.0,,,Benalla,4.81,0,0,0,0
DEVLIN BRIDGE,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
DEWHURST,0.0,151.0,1.0,0.0,0.0,1.0,771.0,0.9114,0.0,10.0,15.0,14.0,17.0,50.0,0.0,61.2000007629395,41.1,0.0,0.0,0.0,0.0,,,Cardinia,6.62,0,0,0,0
DHURRINGILE,8.0,369.0,1.0,0.0,0.0,1.0,711.0,2.9677,3.0,13.0,21.0,13.0,12.0,72.0,4.2,33.9000015258789,17.6,0.0,0.0,0.0,0.0,,,Strathbogie,2.71,1,1,1,0
DIMBOOLA,15.0,1635.0,1.0,0.0,0.0,1.0,575.0,0.971,48.0,236.0,261.0,95.0,71.0,714.0,6.7,45.5,41.0,0.0,0.0,1.0,1.0,,,Yarriambiack,0.61,3,2,2,1
DIXONS CREEK,7.0,344.0,1.0,2.0,0.0,3.0,790.0,1.0663,0.0,27.0,50.0,18.0,26.0,118.0,0.0,59.2000007629395,41.0,0.0,0.0,0.0,0.0,,,Nillumbik,8.72,0,0,0,0
DOBIE,5.0,33.0,1.0,0.0,0.0,1.0,1375.0,1.0833,0.0,0.0,0.0,4.0,4.0,12.0,0.0,68.1999969482422,21.2,0.0,0.0,0.0,0.0,,,Northern Grampians,30.3,0,0,0,0
DOCTORS FLAT,0.0,13.0,1.0,0.0,0.0,1.0,450.0,1.3333,0.0,0.0,5.0,3.0,0.0,5.0,0.0,75.0,53.8,0.0,0.0,0.0,0.0,,,East Gippsland,76.92,0,0,0,0
DRIFFIELD,18.0,101.0,1.0,0.0,0.0,1.0,814.0,1.0833,0.0,3.0,19.0,7.0,10.0,34.0,0.0,60.0,42.6,0.0,0.0,0.0,0.0,,,Latrobe (Vic.),9.9,0,0,0,0
DROUIN WEST,15.0,361.0,1.0,0.0,0.0,1.0,716.0,1.1183,0.0,25.0,46.0,29.0,28.0,129.0,0.0,62.0999984741211,46.8,0.0,0.0,0.0,0.0,,,Baw Baw,2.77,1,1,1,0
DRUMBORG,8.0,160.0,1.0,0.0,0.0,1.0,752.0,1.1944,0.0,10.0,21.0,9.0,8.0,56.0,0.0,66.6999969482422,35.0,0.0,0.0,0.0,0.0,,,Moyne,6.25,0,0,0,0
DRUNG,2.0,119.0,1.0,0.0,0.0,1.0,938.0,1.2692,0.0,10.0,19.0,10.0,14.0,52.0,0.0,76.9000015258789,36.1,0.0,0.0,0.0,0.0,,,Northern Grampians,8.4,0,0,0,0
DRUNG DRUNG SOUTH,0.0,,1.0,0.0,0.0,1.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,0,0,0,0
DRYSDALE,54.0,4976.0,1.0,0.0,0.0,1.0,645.0,0.909,84.0,732.0,718.0,246.0,184.0,1969.0,4.3,50.7999992370606,48.2,0.0,0.0,2.0,30.0,,,Greater Geelong,0.2,4,2,2,2
DUMOSA,0.0,18.0,1.0,0.0,0.0,1.0,900.0,1.3333,0.0,0.0,5.0,0.0,5.0,10.0,0.0,94.0999984741211,27.8,0.0,0.0,0.0,0.0,,,Loddon,55.56,0,0,0,0
DUNKELD,5.0,688.0,1.0,0.0,0.0,1.0,742.0,0.9769,9.0,85.0,107.0,55.0,36.0,291.0,3.1,63.5,43.5,0.0,0.0,1.0,2.0,,,Ararat,1.45,1,1,1,0
DUNOLLY,12.0,899.0,1.0,0.0,0.0,1.0,465.0,0.9759,18.0,169.0,144.0,49.0,34.0,415.0,4.3,32.9000015258789,46.1,0.0,0.0,1.0,2.0,,,Mount Alexander,1.11,1,1,1,0
DURHAM OX,2.0,60.0,1.0,0.0,0.0,1.0,612.0,0.8056,0.0,4.0,10.0,8.0,3.0,28.0,0.0,71.4000015258789,41.7,0.0,0.0,1.0,1.0,,,Loddon,16.67,0,0,0,0
DUTSON,7.0,32.0,1.0,0.0,0.0,1.0,574.0,1.1667,0.0,0.0,3.0,3.0,6.0,13.0,0.0,50.0,28.1,0.0,0.0,0.0,0.0,,,Wellington,31.25,0,0,0,0
EAST WANGARATTA,7.0,66.0,1.0,0.0,0.0,1.0,900.0,1.0667,0.0,0.0,12.0,5.0,8.0,24.0,0.0,71.4000015258789,36.4,0.0,0.0,0.0,0.0,,,Moira,15.15,0,0,0,0
EAST WARBURTON,31.0,906.0,1.0,0.0,0.0,1.0,651.0,1.1544,9.0,106.0,139.0,64.0,38.0,357.0,2.5,53.4000015258789,43.4,0.0,0.0,1.0,10.0,,,Yarra Ranges,1.1,0,0,0,0
EBDEN,8.0,110.0,1.0,0.0,0.0,1.0,945.0,1.1765,0.0,7.0,17.0,8.0,8.0,41.0,0.0,64.0999984741211,44.5,0.0,0.0,0.0,0.0,,,Albury,9.09,0,0,0,0
ECHUCA VILLAGE,0.0,577.0,1.0,0.0,0.0,1.0,790.0,0.9932,3.0,41.0,75.0,53.0,46.0,212.0,1.4,64.3000030517578,44.9,0.0,0.0,0.0,0.0,,,Campaspe,1.73,0,0,0,0
EDEN PARK,17.0,1194.0,1.0,0.0,0.0,1.0,770.0,1.0462,0.0,40.0,123.0,90.0,106.0,366.0,0.0,63.2000007629395,35.2,0.0,0.0,0.0,0.0,,,Nillumbik,0.84,0,0,0,0
EDITHVALE,24.0,6276.0,1.0,1.0,0.0,2.0,1021.0,0.9326,112.0,952.0,1035.0,243.0,115.0,2465.0,4.5,69.3000030517578,39.8,0.0,0.0,3.0,28.0,1.0,1.0,Kingston (Vic.),0.32,1,1,1,0
ELAINE,17.0,232.0,1.0,0.0,0.0,1.0,739.0,0.9032,0.0,15.0,30.0,19.0,12.0,82.0,0.0,54.5,39.7,0.0,0.0,1.0,1.0,,,Golden Plains,4.31,0,0,0,0
ELMHURST,0.0,185.0,1.0,0.0,0.0,1.0,452.0,1.1724,0.0,33.0,27.0,7.0,7.0,75.0,0.0,36.2999992370606,38.4,0.0,0.0,0.0,0.0,,,Pyrenees,5.41,0,0,0,0
ELPHINSTONE,33.0,633.0,1.0,1.0,0.0,2.0,642.0,0.9358,0.0,68.0,100.0,50.0,40.0,255.0,0.0,60.2000007629395,42.3,0.0,0.0,1.0,2.0,,,Mount Alexander,3.16,1,1,1,0
ELSTERNWICK,160.0,10887.0,1.0,0.0,1.0,2.0,1206.0,0.8796,448.0,2187.0,1446.0,287.0,118.0,4486.0,10.0,69.4000015258789,30.1,14.0,0.0,7.0,45.0,1.0,1.0,Port Phillip,0.18,4,0,2,0
ESKDALE,1.0,238.0,1.0,0.0,0.0,1.0,752.0,1.0684,6.0,17.0,37.0,25.0,13.0,91.0,6.6,56.7999992370606,42.9,0.0,0.0,0.0,0.0,,,East Gippsland,4.2,1,1,1,0
ESSENDON WEST,58.0,1559.0,1.0,0.0,0.0,1.0,1040.0,0.9797,28.0,201.0,219.0,81.0,39.0,568.0,4.9,67.8000030517578,25.5,17.0,0.0,3.0,8.0,,,Moonee Valley,0.64,0,0,0,0
EUMEMMERRING,0.0,2285.0,1.0,0.0,1.0,2.0,597.0,1.0035,89.0,326.0,289.0,72.0,39.0,822.0,10.8,51.4000015258789,14.7,0.0,0.0,3.0,7.0,,,Casey,0.88,0,0,0,0
EUROBIN,17.0,239.0,1.0,0.0,0.0,1.0,744.0,0.9593,0.0,15.0,33.0,13.0,10.0,78.0,0.0,60.0999984741211,33.9,0.0,0.0,0.0,0.0,,,Alpine,4.18,0,0,0,0
EVERSLEY,1.0,14.0,1.0,0.0,0.0,1.0,1166.0,3.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,60.0,,0.0,0.0,0.0,0.0,,,Northern Grampians,71.43,0,0,0,0
EXFORD,46.0,133.0,1.0,0.0,0.0,1.0,561.0,0.9559,0.0,3.0,13.0,7.0,9.0,37.0,0.0,63.2999992370606,24.8,0.0,0.0,0.0,0.0,,,Wyndham,7.52,1,1,1,0
FAIRFIELD,125.0,6535.0,1.0,0.0,1.0,2.0,1093.0,0.9352,362.0,1386.0,744.0,140.0,87.0,2720.0,13.3,69.9000015258789,33.3,0.0,0.0,7.0,40.0,1.0,1.0,Yarra,0.31,1,1,1,0
